HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
851672,Toasters,851672,Other electro-thermic appliances :-- Toasters
851679,Other,851679,Other electro-thermic appliances :-- Other
851680,Electric heating resistors,851680,Electric heating resistors
851690,Parts,851690,Parts
851711,Line telephone sets with cordless handsets,851711,Telephone sets; videophones :-- Line telephone sets with cordless handsets
851712,Telephones for cellular networks or for other wireless networks,852520,Transmission apparatus incorporating reception apparatus
851718,Other,851719,Telephone sets; videophones :-- Other
851761,Base stations,851750,"Other apparatus, for carrier-current line systems or for digital line systems"
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",851780,Other apparatus
851769,Other,851780,Other apparatus
851770,Parts,851790,Parts
851810,Microphones and stands therefor,851810,Microphones and stands therefor
851821,"Single loudspeakers, mounted in their enclosures",851821,"Loudspeakers, whether or not mounted in their enclosures :-- Single loudspeakers, mounted in their enclosures"
851822,"Multiple loudspeakers, mounted in the same enclosure",851822,"Loudspeakers, whether or not mounted in their enclosures :-- Multiple loudspeakers, mounted in the same enclosure"
851829,Other,851829,"Loudspeakers, whether or not mounted in their enclosures :-- Other"
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",851830,"Headphones, earphones and combined microphone/speaker sets"
851840,Audio-frequency electric amplifiers,851840,Audio-frequency electric amplifiers
851850,Electric sound amplifier sets,851850,Electric sound amplifier sets
851890,Parts,851890,Parts
851920,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",851999,Other sound reproducing apparatus :-- Other
851930,Turntables (record-decks),851939,Turntables (record-decks) :- Other
851950,Telephone answering machines,852020,Telephone answering machines
851981,"Using magnetic, optical or semiconductor media",851999,Other sound reproducing apparatus :-- Other
851989,Other,851999,Other sound reproducing apparatus :-- Other
852110,Magnetic tape-type,852110,Magnetic tape-type
852190,Other,852190,Other
852210,Pick-up cartridges,852210,Pick-up cartridges
852290,Other,852290,Other
852321,Cards incorporating a magnetic stripe,852330,Cards incorporating a magnetic stripe
852329,Other,852320,Magnetic discs
852341,Unrecorded,852390,Other
852349,Other,852439,Discs for laser reading systems :-- Other
852351,Solid-state non-volatile storage devices,852390,Other
852352,ìSmart cardsî,854212,Monolithic digital integrated circuits :-- Cards incorporating an electronic integrated circuit (smart cards)
852359,Other,852390,Other
852380,Other,852390,Other
852550,Transmission apparatus,852510,Transmission apparatus
852560,Transmission apparatus incorporating reception apparatus,852520,Transmission apparatus incorporating reception apparatus
852580,"Television cameras, digital cameras and video camera recorders",852540,Still image video cameras and other video camera recorders
852610,Radar apparatus,852610,Radar apparatus
852691,Radio navigational aid apparatus,852691,Other :-- Radio navigational aid apparatus
852692,Radio remote control apparatus,852692,Other :-- Radio remote control apparatus
852712,Pocket-size radio cassette-players,852712,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Pocket-size radio cassette-players"
852713,Other apparatus combined with sound recording or reproducing apparatus,852713,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other apparatus combined with sound recording or"
852719,Other,852719,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other"
852721,Combined with sound recording or reproducing apparatus,852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telp...:Combined with sound recording or reproducing apparat"
852729,Other,852729,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other"
852791,Combined with sound recording or reproducing apparatus,852731,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Combined with sound recording or reproducing apparatus"
852792,Not combined with sound recording or reproducing apparatus but combined with a clock,852732,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Not combined with sound recording or reproducing apparatus but combined with a clock"
852799,Other,852739,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other"
852841,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847160,"Input or output units, whether or not containing storage units in the same housing"
852849,Other,852821,Video monitors :-- Colour
852851,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847160,"Input or output units, whether or not containing storage units in the same housing"
852859,Other,852821,Video monitors :-- Colour
852861,Of a kind solely or principally used in an automatic data processing system of heading 84.71,847160,"Input or output units, whether or not containing storage units in the same housing"
852869,Other,852830,Video projectors
852871,Not designed to incorporate a video display or screen,852812,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Colour"
852872,"Other, colour",852812,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Colour"
852873,"Other, monochrome",852813,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Black and white or other monochrome"
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith
852990,Other,852990,Other
853010,Equipment for railways or tramways,853010,Equipment for railways or tramways
853080,Other equipment,853080,Other equipment
853090,Parts,853090,Parts
853110,Burglar or fire alarms and similar apparatus,853110,Burglar or fire alarms and similar apparatus
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED)
853180,Other apparatus,853180,Other apparatus
853190,Parts,853190,Parts
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)
853221,Tantalum,853221,Other fixed capacitors :-- Tantalum
853222,Aluminium electrolytic,853222,Other fixed capacitors :-- Aluminium electrolytic
853223,"Ceramic dielectric, single layer",853223,"Other fixed capacitors :-- Ceramic dielectric, single layer"
853224,"Ceramic dielectric, multilayer",853224,"Other fixed capacitors :-- Ceramic dielectric, multilayer"
853225,Dielectric of paper or plastics,853225,Other fixed capacitors :-- Dielectric of paper or plastics
853229,Other,853229,Other fixed capacitors :-- Other
853230,Variable or adjustable (pre-set) capacitors,853230,Variable or adjustable (pre-set) capacitors
853290,Parts,853290,Parts
853310,"Fixed carbon resistors, composition or film types",853310,"Fixed carbon resistors, composition or film types"
853321,For a power handling capacity not exceeding 20 W,853321,Other fixed resistors :-- For a power handling capacity not exceeding 20 W
853329,Other,853329,Other fixed resistors :-- Other
853331,For a power handling capacity not exceeding 20 W,853331,"Wirewound variable resistors, including rheostats and potentiometers :-- For a power handling capacity not exceeding 20 W"
853339,Other,853339,"Wirewound variable resistors, including rheostats and potentiometers :-- Other"
853340,"Other variable resistors, including rheostats and potentiometers",853340,"Other variable resistors, including rheostats and potentiometers"
853390,Parts,853390,Parts
853400,Printed circuits.,853400,Printed circuits.
853510,Fuses,853510,Fuses
853521,For a voltage of less than 72.5 kV,853521,Automatic circuit breakers :-- For a voltage of less than 72.5 kV
853529,Other,853529,Automatic circuit breakers :-- Other
853530,Isolating switches and make-and-break switches,853530,Isolating switches and make-and-break switches
853540,"Lightning arresters, voltage limiters and surge suppressors",853540,"Lightning arresters, voltage limiters and surge suppressors"
853590,Other,853590,Other
853610,Fuses,853610,Fuses
853620,Automatic circuit breakers,853620,Automatic circuit breakers
853630,Other apparatus for protecting electrical circuits,853630,Other apparatus for protecting electrical circuits
853641,For a voltage not exceeding 60 V,853641,Relays :-- For a voltage not exceeding 60 V
853649,Other,853649,Relays :-- Other
853650,Other switches,853650,Other switches
853661,Lamp-holders,853661,"Lamp-holders, plugs and sockets :-- Lamp-holders"
853669,Other,853669,"Lamp-holders, plugs and sockets :-- Other"
853670,"Connectors for optical fibres, optical fibre bundles or cables",392690,Other
853690,Other apparatus,853690,Other apparatus
853710,"For a voltage not exceeding 1,000 V",853710,"For a voltage not exceeding 1,000 V"
853720,"For a voltage exceeding 1,000 V",853720,"For a voltage exceeding 1,000 V"
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading No. 85.37, not equipped with their apparatus"
853890,Other,853890,Other
853910,Sealed beam lamp units,853910,Sealed beam lamp units
853921,Tungsten halogen,853921,"Other filament lamps, excluding ultra-violet or infra-red lamps :-- Tungsten halogen"
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",853922,"Other filament lamps, excluding ultra-violet or infra-red lamps :-- Other, of a power not exceeding 200 W and for a voltage exceeding 100 V"
853929,Other,853929,"Other filament lamps, excluding ultra-violet or infra-red lamps :-- Other"
853931,"Fluorescent, hot cathode",853931,"Discharge lamps, other than ultra-violet lamps :-- Fluorescent, hot cathode"
853932,Mercury or sodium vapour lamps; metal halide lamps,853932,"Discharge lamps, other than ultra-violet lamps :-- Mercury or sodium vapour lamps; metal halide lamps"
853939,Other,853939,"Discharge lamps, other than ultra-violet lamps :-- Other"
853941,Arc-lamps,853941,Ultra-violet or infra-red lamps; arc-lamps :-- Arc-lamps
853949,Other,853949,Ultra-violet or infra-red lamps; arc-lamps :-- Other
853990,Parts,853990,Parts
854011,Colour,854011,"Cathode-ray television picture tubes, including video monitor cathode-ray tubes :-- Colour"
854012,Monochrome,854012,"Cathode-ray television picture tubes, including video monitor cathode-ray tubes :-- Black and white or other monochrome"
854020,Television camera tubes; image converters and intensifiers; other photo-cathode tubes,854020,Television camera tubes; image converters and intensifiers; other photo-cathode tubes
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",854040,"Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm"
854060,Other cathode-ray tubes,854060,Other cathode-ray tubes
854071,Magnetrons,854071,"Microwave tubes (for example, magnetrons, klystrons, travelling wave tubes, carcinotrons), excluding grid-controlled tubes :-- Magnetrons"
854079,Other,854079,"Microwave tubes (for example, magnetrons, klystrons, travelling wave tubes, carcinotrons), excluding grid-controlled tubes :-- Other"
854081,Receiver or amplifier valves and tubes,854081,Other valves and tubes :-- Receiver or amplifier valves and tubes
854089,Other,854089,Other valves and tubes :-- Other
854091,Of cathode-ray tubes,854091,Parts :-- Of cathode-ray tubes
854099,Other,854099,Parts :- Other
854110,"Diodes, other than photosensitive or light emitting diodes",854110,"Diodes, other than photosensitive or light emitting diodes"
854121,With a dissipation rate of less than 1 W,854121,"Transistors, other than photosensitive transistors :-- With a dissipation rate of less than 1 W"
854129,Other,854129,"Transistors, other than photosensitive transistors :-- Other"
854130,"Thyristors, diacs and triacs, other than photosensitive devices",854130,"Thyristors, diacs and triacs, other than photosensitive devices"
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes"
854150,Other semiconductor devices,854150,Other semiconductor devices
854160,Mounted piezo-electric crystals,854160,Mounted piezo-electric crystals
854190,Parts,854190,Parts
854231,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",854230,Other monolithic integrated circuits
854232,Memories,854230,Other monolithic integrated circuits
854233,Amplifiers,854230,Other monolithic integrated circuits
854239,Other,854230,Other monolithic integrated circuits
854290,Parts,854290,Parts
854310,Particle accelerators,854319,Particle accelerators :-- Other
854320,Signal generators,854320,Signal generators
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis"
854370,Other machines and apparatus,854389,Other machines and apparatus :-- Other
854390,Parts,854390,Parts
854411,Of copper,854411,Winding wire :-- Of copper
854419,Other,854419,Winding wire :-- Other
854420,Co-axial cable and other co-axial electric conductors,854420,Co-axial cable and other co-axial electric conductors
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854442,Fitted with connectors,854441,"Other electric conductors, for a voltage not exceeding 80 V :-- Fitted with connectors"
854449,Other,854459,"Other electric conductors, for a voltage exceeding 80 V but not exceeding 1,000 V :-- Other"
854460,"Other electric conductors, for a voltage exceeding 1,000 V",854460,"Other electric conductors, for a voltage exceeding 1,000 V"
854470,Optical fibre cables,854470,Optical fibre cables
854511,Of a kind used for furnaces,854511,Electrodes :-- Of a kind used for furnaces
854519,Other,854519,Electrodes :-- Other
854520,Brushes,854520,Brushes
854590,Other,854590,Other
854610,Of glass,854610,Of glass
854620,Of ceramics,854620,Of ceramics
854690,Other,854690,Other
854710,Insulating fittings of ceramics,854710,Insulating fittings of ceramics
854720,Insulating fittings of plastics,854720,Insulating fittings of plastics
854790,Other,854790,Other
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators"
854890,Other,854890,Other
860110,Powered from an external source of electricity,860110,Powered from an external source of electricity
860120,Powered by electric accumulators,860120,Powered by electric accumulators
860210,Diesel-electric locomotives,860210,Diesel-electric locomotives
860290,Other,860290,Other
860310,Powered from an external source of electricity,860310,Powered from an external source of electricity
860390,Other,860390,Other
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)."
860500,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04).",860500,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading No. 86.04)."
860610,Tank wagons and the like,860610,Tank wagons and the like
860630,"Self-discharging vans and wagons, other than those of subheading 8606.10",860630,"Self-discharging vans and wagons, other than those of subheading No. 8606.10 or 8606.20"
860691,Covered and closed,860691,Other :-- Covered and closed
860692,"Open, with non-removable sides of a height exceeding 60 cm",860692,"Other :-- Open, with non-removable sides of a height exceeding 60 cm"
860699,Other,860699,Other
860711,Driving bogies and bissel-bogies,860711,"Bogies, bissel-bogies, axles and wheels, and parts thereof :-- Driving bogies and bissel-bogies"
860712,Other bogies and bissel-bogies,860712,"Bogies, bissel-bogies, axles and wheels, and parts thereof :-- Other bogies and bissel-bogies"
860719,"Other, including parts",860719,"Bogies, bissel-bogies, axles and wheels, and parts thereof :-- Other, including parts"
860721,Air brakes and parts thereof,860721,Brakes and parts thereof :-- Air brakes and parts thereof
860729,Other,860729,Brakes and parts thereof :-- Other
860730,"Hooks and other coupling devices, buffers, and parts thereof",860730,"Hooks and other coupling devices, buffers, and parts thereof"
860791,Of locomotives,860791,Other :-- Of locomotives
860799,Other,860799,Other
860800,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the fo",860800,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfi"
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.
870110,Pedestrian controlled tractors,870110,Pedestrian controlled tractors
870120,Road tractors for semi-trailers,870120,Road tractors for semi-trailers
870130,Track-laying tractors,870130,Track-laying tractors
870190,Other,870190,Other
870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel)
870290,Other,870290,Other
870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles
870321,"Of a cylinder capacity not exceeding 1,000 cc",870321,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity not exceeding 1,000 cc"
870322,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",870322,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
870323,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",870323,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
870324,"Of a cylinder capacity exceeding 3,000 cc",870324,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 3,000 cc"
870331,"Of a cylinder capacity not exceeding 1,500 cc",870331,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity not exceeding 1,500 cc"
870332,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",870332,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc"
870333,"Of a cylinder capacity exceeding 2,500 cc",870333,"Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- Of a cylinder capacity exceeding 2,500 cc"
870390,Other,870390,Other
870410,Dumpers designed for off-highway use,870410,Dumpers designed for off-highway use
870421,g.v.w. not exceeding 5 tonnes,870421,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. not exceeding 5 tonnes"
870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,870422,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes"
870423,g.v.w. exceeding 20 tonnes,870423,"Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel) :-- g.v.w. exceeding 20 tonnes"
870431,g.v.w. not exceeding 5 tonnes,870431,"Other, with spark-ignition internal combustion piston engine :-- g.v.w. not exceeding 5 tonnes"
870432,g.v.w. exceeding 5 tonnes,870432,"Other, with spark-ignition internal combustion piston engine :-- g.v.w. exceeding 5 tonnes"
870490,Other,870490,Other
870510,Crane lorries,870510,Crane lorries
870520,Mobile drilling derricks,870520,Mobile drilling derricks
870530,Fire fighting vehicles,870530,Fire fighting vehicles
870540,Concrete-mixer lorries,870540,Concrete-mixer lorries
870590,Other,870590,Other
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",870600,"Chassis fitted with engines, for the motor vehicles of headings Nos. 87.01 to 87.05."
870710,For the vehicles of heading 87.03,870710,For the vehicles of heading No. 87.03
870790,Other,870790,Other
870810,Bumpers and parts thereof,870810,Bumpers and parts thereof
870821,Safety seat belts,870821,Other parts and accessories of bodies (including cabs) :-- Safety seat belts
870829,Other,870829,Other parts and accessories of bodies (including cabs) :-- Other
870830,Brakes and servo-brakes; parts thereof,870839,Brakes and servo-brakes and parts thereof :-- Other
870840,Gear boxes and parts thereof,870840,Gear boxes
870850,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",870850,"Drive-axles with differential, whether or not provided with other transmission components"
870870,Road wheels and parts and accessories thereof,870870,Road wheels and parts and accessories thereof
870880,Suspension systems and parts thereof (including shock- absorbers),870880,Suspension shock-absorbers
870891,Radiators and parts thereof,870891,Other parts and accessories :-- Radiators
870892,Silencers (mufflers) and exhaust pipes; parts thereof,870892,Other parts and accessories :-- Silencers and exhaust pipes
870893,Clutches and parts thereof,870893,Other parts and accessories :-- Clutches and parts thereof
870894,"Steering wheels, steering columns and steering boxes; parts thereof",870894,"Other parts and accessories :-- Steering wheels, steering columns and steering boxes"
870895,Safety airbags with inflater system; parts thereof,870899,Other parts and accessories :-- Other
870899,Other,870899,Other parts and accessories :-- Other
870911,Electrical,870911,Vehicles :-- Electrical
870919,Other,870919,Vehicles :-- Other
870990,Parts,870990,Parts
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles."
871110,With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,871110,With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc
871120,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,871120,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc
871130,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,871130,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc
871140,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,871140,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc
871150,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,871150,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc
871190,Other,871190,Other
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",871200,"Bicycles and other cycles (including delivery tricycles), not motorised."
871310,Not mechanically propelled,871310,Not mechanically propelled
871390,Other,871390,Other
871410,Of motorcycles (including mopeds),871419,Of motorcycles (including mopeds) :-- Other
871420,Of carriages for disabled persons,871420,Of invalid carriages
871491,"Frames and forks, and parts thereof",871491,"Other :-- Frames and forks, and parts thereof"
871492,Wheel rims and spokes,871492,Other :-- Wheel rims and spokes
871493,"Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels",871493,"Other :-- Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels"
871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof",871494,"Other :-- Brakes, including coaster braking hubs and hub brakes, and parts thereof"
871495,Saddles,871495,Other :-- Saddles
871496,"Pedals and crank-gear, and parts thereof",871496,"Other :-- Pedals and crank-gear, and parts thereof"
871499,Other,871499,Other
871500,Baby carriages and parts thereof.,871500,Baby carriages and parts thereof.
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",871610,"Trailers and semi-trailers of the caravan type, for housing or camping"
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes
871631,Tanker trailers and tanker semi-trailers,871631,Other trailers and semi-trailers for the transport of goods :-- Tanker trailers and tanker semi-trailers
871639,Other,871639,Other trailers and semi-trailers for the transport of goods :-- Other
871640,Other trailers and semi-trailers,871640,Other trailers and semi-trailers
871680,Other vehicles,871680,Other vehicles
871690,Parts,871690,Parts
880100,"Balloons and dirigibles; gliders, hang gliders and other non- powered aircraft.",880190,Other
880211,"Of an unladen weight not exceeding 2,000 kg",880211,"Helicopters :-- Of an unladen weight not exceeding 2,000 kg"
880212,"Of an unladen weight exceeding 2,000 kg",880212,"Helicopters :-- Of an unladen weight exceeding 2,000 kg"
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg"
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg"
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles
880310,Propellers and rotors and parts thereof,880310,Propellers and rotors and parts thereof
880320,Under-carriages and parts thereof,880320,Under-carriages and parts thereof
880330,Other parts of aeroplanes or helicopters,880330,Other parts of aeroplanes or helicopters
880390,Other,880390,Other
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.
880510,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,880510,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof
880521,Air combat simulators and parts thereof,880520,Ground flying trainers and parts thereof
880529,Other,880520,Ground flying trainers and parts thereof
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds",890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds"
890120,Tankers,890120,Tankers
890130,"Refrigerated vessels, other than those of subheading 8901.20",890130,"Refrigerated vessels, other than those of subheading No. 8901.20"
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.
890310,Inflatable,890310,Inflatable
890391,"Sailboats, with or without auxiliary motor",890391,"Other :-- Sailboats, with or without auxiliary motor"
890392,"Motorboats, other than outboard motorboats",890392,"Other :-- Motorboats, other than outboard motorboats"
890399,Other,890399,Other
890400,Tugs and pusher craft.,890400,Tugs and pusher craft.
890510,Dredgers,890510,Dredgers
890520,Floating or submersible drilling or production platforms,890520,Floating or submersible drilling or production platforms
890590,Other,890590,Other
890610,Warships,890600,"Other vessels, including warships and lifeboats other than rowing boats."
890690,Other,890600,"Other vessels, including warships and lifeboats other than rowing boats."
890710,Inflatable rafts,890710,Inflatable rafts
890790,Other,890790,Other
890800,Vessels and other floating structures for breaking up.,890800,Vessels and other floating structures for breaking up.
900110,"Optical fibres, optical fibre bundles and cables",900110,"Optical fibres, optical fibre bundles and cables"
900120,Sheets and plates of polarising material,900120,Sheets and plates of polarising material
900130,Contact lenses,900130,Contact lenses
900140,Spectacle lenses of glass,900140,Spectacle lenses of glass
900150,Spectacle lenses of other materials,900150,Spectacle lenses of other materials
900190,Other,900190,Other
900211,"For cameras, projectors or photographic enlargers or reducers",900211,"Objective lenses :-- For cameras, projectors or photographic enlargers or reducers"
900219,Other,900219,Objective lenses :-- Other
900220,Filters,900220,Filters
900290,Other,900290,Other
900311,Of plastics,900311,Frames and mountings :-- Of plastics
900319,Of other materials,900319,Frames and mountings :-- Of other materials
900390,Parts,900390,Parts
900410,Sunglasses,900410,Sunglasses
900490,Other,900490,Other
900510,Binoculars,900510,Binoculars
900580,Other instruments,900580,Other instruments
900590,Parts and accessories (including mountings),900590,Parts and accessories (including mountings)
900610,Cameras of a kind used for preparing printing plates or cylinders,900610,Cameras of a kind used for preparing printing plates or cylinders
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes"
900640,Instant print cameras,900640,Instant print cameras
900651,"With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",900651,"Other cameras :-- With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm"
900652,"Other, for roll film of a width less than 35 mm",900652,"Other cameras :-- Other, for roll film of a width less than 35 mm"
900653,"Other, for roll film of a width of 35 mm",900653,"Other cameras :-- Other, for roll film of a width of 35 mm"
900659,Other,900659,Other cameras :-- Other
900661,Discharge lamp (ìelectronicî) flashlight apparatus,900661,Photographic flashlight apparatus and flashbulbs :-- Discharge lamp (electronic) flashlight apparatus
900669,Other,900669,Photographic flashlight apparatus and flashbulbs :-- Other
900691,For cameras,900691,Parts and accessories :-- For cameras
900699,Other,900699,Parts and accessories :-- Other
